 שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
צוריאל, 0000774, 0000256, 0000199, 0000000, 0000199, 0000026, 0000001, 0000000, 0000000, 0000000, 0000000, 0000011, 0000000, 0000000, 0000000, 0000000, 0000015, 0000002, 0000114, 0000001, 0000000, 0000000, 0000000, 0000000, 0000010, 0000000, 0000000, 0000001, 0000004, 0000001, 0000013
צורית, 0001221, 0000567, 0000464, 0000001, 0000463, 0000241, 0000002, 0000000, 0000000, 0000000, 0000000, 0000023, 0000000, 0000000, 0000000, 0000000, 0000021, 0000008, 0000037, 0000028, 0000001, 0000000, 0000001, 0000000, 0000091, 0000000, 0000000, 0000005, 0000002, 0000000, 0000003
ציפורי, 0000613, 0000588, 0000458, 0000003, 0000455, 0000201, 0000002, 0000000, 0000000, 0000000, 0000000, 0000024, 0000000, 0000001, 0000000, 0000000, 0000024, 0000009, 0000057, 0000042, 0000000, 0000000, 0000000, 0000000, 0000084, 0000000, 0000001, 0000009, 0000001, 0000000, 0000000
צלפון, 0000796, 0000575, 0000439, 0000009, 0000430, 0000024, 0000003, 0000000, 0000000, 0000000, 0000000, 0000042, 0000000, 0000000, 0000000, 0000000, 0000053, 0000002, 0000235, 0000005, 0000000, 0000000, 0000000, 0000000, 0000017, 0000000, 0000000, 0000002, 0000019, 0000000, 0000028
צנדלה, 0000636, 0001098, 0000745, 0000001, 0000744, 0000002, 0000000, 0000736, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001, 0000000, 0000000, 0000001, 0000000, 0000000, 0000001, 0000002, 0000000, 0000000, 0000000
צפריה, 0000594, 0000444, 0000395, 0000003, 0000392, 0000009, 0000005, 0000000, 0000000, 0000000, 0000000, 0000185, 0000000, 0000000, 0000000, 0000000, 0000020, 0000000, 0000091, 0000002, 0000000, 0000000, 0000000, 0000000, 0000023, 0000000, 0000000, 0000004, 0000043, 0000000, 0000010
צפרירים, 0001079, 0000282, 0000205, 0000001, 0000204, 0000056, 0000002, 0000000, 0000000, 0000000, 0000001, 0000007, 0000000, 0000000, 0000000, 0000000, 0000027, 0000006, 0000044, 0000028, 0000000, 0000000, 0000000, 0000000, 0000009, 0000000, 0000002, 0000005, 0000002, 0000000, 0000015
צפת, 0008000, 0021978, 0014278, 0000187, 0014091, 0000672, 0001404, 0000166, 0000000, 0000000, 0000045, 0000966, 0000001, 0000001, 0000000, 0000001, 0000663, 0001122, 0004019, 0000063, 0000010, 0000002, 0000010, 0000008, 0000404, 0000001, 0000022, 0000158, 0002273, 0000005, 0002075
צרופה, 0000612, 0000662, 0000523, 0000002, 0000521, 0000115, 0000013, 0000000, 0000000, 0000000, 0000000, 0000034, 0000000, 0000000, 0000000, 0000001, 0000078, 0000007, 0000170, 0000015, 0000000, 0000000, 0000000, 0000000, 0000045, 0000000, 0000001, 0000008, 0000023, 0000000, 0000011
צרעה, 0000567, 0000814, 0000539, 0000000, 0000539, 0000346, 0000001, 0000015, 0000000, 0000000, 0000000, 0000009, 0000000, 0000000, 0000000, 0000000, 0000010, 0000000, 0000019, 0000091, 0000000, 0000000, 0000000, 0000002, 0000040, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000
קבועה (שבט), 0001234, 0000616, 0000206, 0000003, 0000203, 0000032, 0000001, 0000125, 0000000, 0000000, 0000000, 0000001, 0000000, 0000002, 0000000, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000001, 0000000, 0000014, 0000001, 0000000, 0000001, 0000002, 0000017, 0000001, 0000001
קבוצת יבנה, 0000334, 0000637, 0000476, 0000000, 0000476, 0000074, 0000000, 0000002, 0000000, 0000000, 0000000, 0000205, 0000000, 0000000, 0000000, 0000000, 0000020, 0000003, 0000070, 0000009, 0000006, 0000000, 0000000, 0000000, 0000070, 0000000, 0000000, 0000005, 0000010, 0000000, 0000002
קדומים, 0003557, 0002382, 0002053, 0000008, 0002045, 0000005, 0000012, 0000000, 0000000, 0000000, 0000000, 0001332, 0000000, 0000000, 0000000, 0000000, 0000013, 0000014, 0000410, 0000002, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000002, 0000003, 0000228, 0000000, 0000018
קדימה-צורן, 0000195, 0013273, 0010329, 0000056, 0010273, 0003293, 0000033, 0000010, 0000001, 0000000, 0000002, 0000507, 0000002, 0000000, 0000000, 0000000, 0000950, 0000295, 0002108, 0000480, 0000004, 0000000, 0000000, 0000000, 0001861, 0000004, 0000005, 0000127, 0000101, 0000012, 0000478
קדמת צבי, 0004025, 0000306, 0000222, 0000001, 0000221, 0000096, 0000000, 0000000, 0000000, 0000000, 0000000, 0000015, 0000000, 0000000, 0000000, 0000000, 0000012, 0000006, 0000039, 0000005, 0000000, 0000000, 0000000, 0000000, 0000042, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000
קדר, 0003781, 0000822, 0000660, 0000004, 0000656, 0000038, 0000003, 0000000, 0000000, 0000000, 0000002, 0000088, 0000000, 0000000, 0000000, 0000000, 0000048, 0000007, 0000373, 0000001, 0000002, 0000000, 0000000, 0000000, 0000040, 0000000, 0000000, 0000021, 0000014, 0000000, 0000019
קדרון, 0000615, 0001077, 0000867, 0000001, 0000866, 0000474, 0000004, 0000001, 0000000, 0000000, 0000000, 0000022, 0000000, 0000000, 0000000, 0000000, 0000050, 0000004, 0000057, 0000074, 0000000, 0000000, 0000000, 0000000, 0000156, 0000001, 0000002, 0000014, 0000002, 0000000, 0000005
קדרים, 0001211, 0000127, 0000087, 0000000, 0000087, 0000043, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000010, 0000016, 0000000, 0000000, 0000000, 0000000, 0000009, 0000000, 0000000, 0000001, 0000001, 0000000, 0000000
קודייראת א-צאנע(ש, 0000964, 0001108, 0000386, 0000004, 0000382, 0000016, 0000000, 0000350, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000002, 0000000, 0000001, 0000000, 0000000, 0000000, 0000007, 0000000, 0000002, 0000000, 0000002, 0000001, 0000000, 0000000
קוואעין (שבט), 0000972, 0000413, 0000309, 0000000, 0000309, 0000001, 0000000, 0000306, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000
קוממיות, 0000766, 0000233, 0000135, 0000001, 0000134, 0000000, 0000130, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000
קורנית, 0001179, 0000570, 0000444, 0000000, 0000444, 0000223, 0000000, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000000, 0000019, 0000002, 0000038, 0000083, 0000000, 0000000, 0000000, 0000000, 0000071, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000
קטורה, 0001052, 0000447, 0000225, 0000000, 0000225, 0000110, 0000001, 0000003, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000000, 0000000, 0000012, 0000012, 0000010, 0000045, 0000000, 0000000, 0000000, 0000000, 0000020, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000
קיסריה, 0001167, 0004228, 0002859, 0000011, 0002848, 0001072, 0000004, 0000007, 0000000, 0000000, 0000000, 0000120, 0000000, 0000000, 0000000, 0000000, 0000190, 0000037, 0000649, 0000204, 0000000, 0000000, 0000000, 0000000, 0000487, 0000000, 0000001, 0000053, 0000011, 0000001, 0000012
קלחים, 0000414, 0000323, 0000250, 0000001, 0000249, 0000092, 0000000, 0000002, 0000000, 0000000, 0000000, 0000009, 0000000, 0000000, 0000000, 0000000, 0000014, 0000001, 0000043, 0000027, 0000001, 0000000, 0000000, 0000000, 0000019, 0000000, 0000000, 0000001, 0000013, 0000000, 0000027
קליה, 0003601, 0000330, 0000255, 0000001, 0000254, 0000072, 0000000, 0000000, 0000000, 0000000, 0000000, 0000047, 0000000, 0000000, 0000000, 0000000, 0000029, 0000003, 0000035, 0000007, 0000003, 0000000, 0000000, 0000000, 0000049, 0000000, 0000000, 0000008, 0000001, 0000000, 0000000
קלנסווה, 0000638, 0012163, 0008610, 0000054, 0008556, 0000071, 0000003, 0008258, 0000001, 0000000, 0000000, 0000008, 0000000, 0000000, 0000000, 0000007, 0000013, 0000004, 0000042, 0000101, 0000000, 0000000, 0000002, 0000034, 0000003, 0000000, 0000004, 0000000, 0000001, 0000000, 0000004
קלע, 0004024, 0000156, 0000095, 0000002, 0000093, 0000033, 0000000, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000000, 0000007, 0000006, 0000017, 0000002, 0000000, 0000000, 0000000, 0000001, 0000015, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000
קציר, 0001243, 0001964, 0001386, 0000011, 0001375, 0000537, 0000003, 0000008, 0000000, 0000000, 0000000, 0000065, 0000000, 0000000, 0000000, 0000000, 0000114, 0000099, 0000191, 0000143, 0000001, 0000000, 0000000, 0000001, 0000158, 0000000, 0000000, 0000041, 0000005, 0000002, 0000007
קצר א-סר, 0001347, 0000599, 0000355, 0000002, 0000353, 0000004, 0000000, 0000315, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001, 0000000, 0000004, 0000001, 0000000, 0000003, 0000007, 0000000, 0000000, 0000001, 0000010, 0000001, 0000000, 0000000, 0000001, 0000000, 0000000, 0000004
קצרין, 0004100, 0005769, 0003556, 0000048, 0003508, 0000463, 0000012, 0000006, 0000000, 0000000, 0000002, 0000400, 0000000, 0000000, 0000000, 0000000, 0000384, 0000651, 0000900, 0000048, 0000005, 0000002, 0000000, 0000000, 0000321, 0000001, 0000002, 0000085, 0000138, 0000005, 0000083
קרית אונו, 0002620, 0026750, 0020608, 0000154, 0020454, 0007208, 0000103, 0000032, 0000000, 0000000, 0000005, 0001052, 0000003, 0000000, 0000000, 0000000, 0001797, 0000446, 0004176, 0001223, 0000009, 0000004, 0000001, 0000002, 0003458, 0000002, 0000014, 0000191, 0000208, 0000015, 0000505
קרית ארבע, 0003611, 0004492, 0003340, 0000021, 0003319, 0000030, 0000011, 0000001, 0000000, 0000000, 0000000, 0001141, 0000000, 0000000, 0000000, 0000000, 0000047, 0000159, 0000834, 0000010, 0000002, 0000000, 0000005, 0000000, 0000015, 0000000, 0000001, 0000021, 0001006, 0000002, 0000034
קרית אתא, 0006800, 0044765, 0029977, 0000358, 0029619, 0004353, 0000678, 0000019, 0000002, 0000001, 0000002, 0002178, 0000009, 0000004, 0000000, 0000000, 0003359, 0002519, 0010496, 0000262, 0000006, 0000004, 0000007, 0000001, 0002654, 0000003, 0000017, 0000331, 0000801, 0000024, 0001889
קרית ביאליק, 0009500, 0033918, 0022962, 0000237, 0022725, 0005715, 0000326, 0000013, 0000002, 0000000, 0000014, 0000888, 0000000, 0000002, 0000000, 0000000, 0002549, 0001831, 0006703, 0000413, 0000006, 0000001, 0000006, 0000003, 0003205, 0000007, 0000014, 0000273, 0000147, 0000019, 0000588
קרית גת, 0002630, 0039712, 0026860, 0000377, 0026483, 0001890, 0001548, 0000005, 0000004, 0000002, 0000004, 0001350, 0000006, 0000003, 0000000, 0000001, 0001888, 0003283, 0010307, 0000158, 0000006, 0000006, 0000009, 0000002, 0001647, 0000005, 0000021, 0000231, 0001181, 0000022, 0002904
קרית טבעון, 0002300, 0013176, 0009525, 0000058, 0009467, 0004295, 0000130, 0000058, 0000000, 0000000, 0000004, 0000330, 0000000, 0000001, 0000000, 0000000, 0000613, 0000135, 0001296, 0001120, 0000011, 0000007, 0000002, 0000000, 0001234, 0000003, 0000003, 0000103, 0000073, 0000007, 0000042
קרית ים, 0009600, 0036085, 0021403, 0000340, 0021063, 0002924, 0000192, 0000010, 0000002, 0000000, 0000003, 0000951, 0000001, 0000002, 0000000, 0000002, 0002455, 0003613, 0007245, 0000192, 0000004, 0000007, 0000002, 0000001, 0002240, 0000009, 0000015, 0000258, 0000246, 0000014, 0000675
קרית יערים, 0001137, 0002388, 0001823, 0000023, 0001800, 0000017, 0001248, 0000000, 0000000, 0000000, 0000000, 0000041, 0000000, 0000000, 0000000, 0000000, 0000013, 0000001, 0000079, 0000005, 0000002, 0000000, 0000000, 0000000, 0000003, 0000000, 0000003, 0000006, 0000141, 0000000, 0000241
קרית מוצקין, 0008200, 0035487, 0024495, 0000262, 0024233, 0005715, 0000110, 0000016, 0000004, 0000003, 0000001, 0001430, 0000006, 0000002, 0000000, 0000001, 0002791, 0002252, 0006772, 0000409, 0000010, 0000001, 0000006, 0000001, 0003593, 0000005, 0000012, 0000278, 0000204, 0000028, 0000583
קרית מלאכי, 0001034, 0016023, 0010897, 0000155, 0010742, 0000606, 0000117, 0000004, 0000000, 0000000, 0000001, 0000756, 0000001, 0000002, 0000000, 0000000, 0000941, 0000257, 0004396, 0000032, 0000002, 0000004, 0000008, 0000000, 0000324, 0000003, 0000012, 0000090, 0001706, 0000008, 0001472
קרית נטפים, 0003746, 0000352, 0000306, 0000000, 0000306, 0000001, 0000003, 0000000, 0000000, 0000000, 0000000, 0000174, 0000000, 0000000, 0000000, 0000000, 0000011, 0000003, 0000088, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000001, 0000018, 0000000, 0000004
קרית ענבים, 0000078, 0000293, 0000229, 0000000, 0000229, 0000129, 0000000, 0000001, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000000, 0000000, 0000013, 0000001, 0000012, 0000029, 0000000, 0000000, 0000000, 0000000, 0000030, 0000000, 0000000, 0000004, 0000000, 0000001, 0000001
קרית עקרון, 0000469, 0008022, 0005813, 0000066, 0005747, 0000551, 0000042, 0000007, 0000001, 0000000, 0000002, 0000418, 0000001, 0000000, 0000000, 0000001, 0000809, 0000184, 0002569, 0000062, 0000004, 0000004, 0000001, 0000001, 0000331, 0000000, 0000002, 0000067, 0000259, 0000004, 0000427
קרית שמונה, 0002800, 0018357, 0011338, 0000102, 0011236, 0001091, 0000044, 0000020, 0000002, 0000001, 0000000, 0000865, 0000072, 0000000, 0000000, 0000000, 0001807, 0001187, 0004367, 0000136, 0000006, 0000001, 0000005, 0000005, 0000428, 0000002, 0000010, 0000159, 0000213, 0000014, 0000801
קרני שומרון, 0003640, 0004757, 0003690, 0000028, 0003662, 0000087, 0000024, 0000000, 0000000, 0000000, 0000000, 0001682, 0000000, 0000000, 0000000, 0000000, 0000099, 0000164, 0001107, 0000013, 0000006, 0000000, 0000003, 0000000, 0000061, 0000000, 0000002, 0000054, 0000277, 0000001, 0000082
קשת, 0004006, 0000379, 0000299, 0000002, 0000297, 0000004, 0000002, 0000000, 0000000, 0000000, 0000000, 0000189, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000028, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000002, 0000069, 0000000, 0000001
ראמה, 0000543, 0005935, 0003580, 0000066, 0003514, 0000505, 0000001, 0001981, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000000, 0000261, 0000143, 0000195, 0000189, 0000000, 0000000, 0000001, 0000015, 0000026, 0000000, 0000002, 0000006, 0000003, 0000001, 0000183
ראס אל-עין, 0001334, 0000232, 0000140, 0000002, 0000138, 0000011, 0000000, 0000121, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000002, 0000000, 0000000, 0000000, 0000000, 0000001, 0000001, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000
ראס עלי, 0000990, 0000328, 0000205, 0000003, 0000202, 0000021, 0000000, 0000166, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000006, 0000003, 0000002, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000
ראש העין, 0002640, 0030473, 0023844, 0000160, 0023684, 0004526, 0000519, 0000019, 0000000, 0000001, 0000004, 0001628, 0000000, 0000000, 0000000, 0000000, 0002558, 0000460, 0008276, 0000576, 0000012, 0000002, 0000068, 0000001, 0002225, 0000001, 0000010, 0000281, 0000976, 0000021, 0001520
ראש פינה, 0000026, 0002170, 0001620, 0000004, 0001616, 0000615, 0000006, 0000007, 0000000, 0000000, 0000000, 0000103, 0000000, 0000000, 0000000, 0000000, 0000107, 0000023, 0000300, 0000181, 0000000, 0000001, 0000000, 0000002, 0000176, 0000000, 0000001, 0000030, 0000045, 0000003, 0000016
ראש צורים, 0003602, 0000461, 0000412, 0000001, 0000411, 0000003, 0000001, 0000001, 0000000, 0000000, 0000000, 0000315, 0000000, 0000000, 0000000, 0000000, 0000010, 0000001, 0000062, 0000000, 0000001, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000001, 0000009, 0000001, 0000002
ראשון לציון, 0008300, 0195958, 0138998, 0001188, 0137810, 0031492, 0000924, 0000086, 0000008, 0000003, 0000026, 0007235, 0000010, 0000013, 0000000, 0000041, 0015770, 0009540, 0041316, 0002936, 0000114, 0000016, 0000016, 0000028, 0019847, 0000026, 0000076, 0001821, 0002250, 0000124, 0004092
רבבה, 0003795, 0000787, 0000716, 0000001, 0000715, 0000000, 0000005, 0000000, 0000000, 0000000, 0000000, 0000546, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000067, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000001, 0000092, 0000000, 0000002
רבדים, 0000564, 0000501, 0000383, 0000001, 0000382, 0000155, 0000001, 0000001, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000000, 0000000, 0000008, 0000003, 0000012, 0000153, 0000000, 0000000, 0000000, 0000000, 0000026, 0000000, 0000000, 0000014, 0000000, 0000000, 0000002
רביבים, 0000354, 0000678, 0000451, 0000000, 0000451, 0000276, 0000000, 0000001, 0000000, 0000000, 0000001, 0000022, 0000001, 0000000, 0000000, 0000000, 0000021, 0000017, 0000023, 0000049, 0000001, 0000001, 0000000, 0000000, 0000028, 0000000, 0000000, 0000010, 0000000, 0000000, 0000000
רגבה, 0000390, 0000829, 0000637, 0000003, 0000634, 0000363, 0000001, 0000000, 0000000, 0000000, 0000000, 0000020, 0000000, 0000000, 0000000, 0000000, 0000026, 0000010, 0000070, 0000039, 0000000, 0000000, 0000000, 0000000, 0000095, 0000000, 0000000, 0000004, 0000000, 0000000, 0000006
רגבים, 0000444, 0000379, 0000261, 0000002, 0000259, 0000164, 0000000, 0000001, 0000000, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000000, 0000017, 0000002, 0000012, 0000039, 0000000, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000002, 0000003, 0000000, 0000000
רהט, 0001161, 0026511, 0015422, 0000177, 0015245, 0000311, 0000003, 0013512, 0000004, 0000005, 0000005, 0000025, 0000003, 0000002, 0000000, 0000096, 0000124, 0000016, 0000089, 0000568, 0000006, 0000011, 0000012, 0000201, 0000103, 0000010, 0000026, 0000011, 0000021, 0000013, 0000068
רווחה, 0002051, 0000413, 0000332, 0000000, 0000332, 0000014, 0000002, 0000000, 0000000, 0000000, 0000000, 0000038, 0000000, 0000000, 0000000, 0000000, 0000031, 0000004, 0000170, 0000000, 0000000, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000001, 0000013, 0000000, 0000051
רוויה, 0002016, 0000221, 0000152, 0000002, 0000150, 0000005, 0000005, 0000000, 0000000, 0000000, 0000000, 0000013, 0000000, 0000000, 0000000, 0000000, 0000026, 0000000, 0000068, 0000001, 0000000, 0000000, 0000001, 0000000, 0000001, 0000000, 0000000, 0000001, 0000001, 0000000, 0000028
רוחמה, 0000362, 0000457, 0000305, 0000004, 0000301, 0000168, 0000000, 0000000, 0000000, 0000000, 0000000, 0000011, 0000000, 0000000, 0000000, 0000000, 0000007, 0000002, 0000005, 0000080, 0000000, 0000000, 0000000, 0000000, 0000025, 0000000, 0000000, 0000002, 0000000, 0000000, 0000001
רומאנה, 0000539, 0000622, 0000498, 0000005, 0000493, 0000002, 0000000, 0000480, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001, 0000002, 0000000, 0000000, 0000001, 0000000, 0000006, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000
רומת הייב, 0000997, 0001191, 0000466, 0000014, 0000452, 0000111, 0000000, 0000181, 0000000, 0000000, 0000001, 0000003, 0000000, 0000000, 0000000, 0000003, 0000032, 0000004, 0000011, 0000027, 0000000, 0000000, 0000001, 0000004, 0000034, 0000000, 0000000, 0000000, 0000000, 0000002, 0000038
רועי, 0003619, 0000190, 0000154, 0000000, 0000154, 0000031, 0000000, 0000000, 0000000, 0000000, 0000000, 0000054, 0000000, 0000000, 0000000, 0000000, 0000007, 0000002, 0000033, 0000003, 0000000, 0000000, 0000000, 0000000, 0000019, 0000000, 0000000, 0000002, 0000002, 0000000, 0000001
רחוב, 0000854, 0000283, 0000221, 0000004, 0000217, 0000010, 0000000, 0000000, 0000000, 0000000, 0000000, 0000010, 0000000, 0000000, 0000000, 0000000, 0000021, 0000004, 0000119, 0000000, 0000000, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000004, 0000006, 0000000, 0000035
רחובות, 0008400, 0098300, 0069985, 0000603, 0069382, 0014317, 0002487, 0000106, 0000002, 0000002, 0000012, 0005793, 0000002, 0000000, 0000000, 0000001, 0006094, 0003651, 0018859, 0002612, 0000040, 0000009, 0000016, 0000009, 0008166, 0000012, 0000045, 0000712, 0003050, 0000053, 0003332
רחלים, 0003822, 0000213, 0000199, 0000000, 0000199, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000142, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000027, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000028, 0000000, 0000000
