 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
פתח תקווה, 007900, 0227.0, 000495, 000392, 000002, 000390, 000087, 000024, 000000, 000000, 000000, 000000, 000117, 000000, 000000, 000000, 000000, 000021, 000003, 000058, 000015, 000000, 000000, 000000, 000000, 000045, 000000, 000000, 000003, 000011, 000000, 000006
פתח תקווה, 007900, 0228.0, 000623, 000418, 000002, 000416, 000072, 000002, 000000, 000000, 000000, 000000, 000019, 000000, 000000, 000000, 000000, 000038, 000005, 000185, 000008, 000000, 000000, 000000, 000000, 000060, 000000, 000001, 000002, 000007, 000000, 000017
פתח תקווה, 007900, 0229.0, 000533, 000416, 000006, 000410, 000076, 000004, 000000, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000000, 000067, 000012, 000169, 000003, 000000, 000000, 000000, 000000, 000036, 000000, 000000, 000006, 000004, 000000, 000020
פתח תקווה, 007900, 0230.0, 000701, 000513, 000003, 000510, 000090, 000012, 000001, 000000, 000000, 000001, 000025, 000000, 000000, 000000, 000000, 000056, 000016, 000213, 000009, 000000, 000000, 000000, 000000, 000051, 000000, 000000, 000006, 000005, 000000, 000025
פתח תקווה, 007900, 0231.0, 000597, 000472, 000000, 000472, 000107, 000001, 000000, 000000, 000000, 000000, 000031, 000000, 000000, 000000, 000000, 000048, 000018, 000160, 000007, 000000, 000000, 000000, 000000, 000076, 000000, 000000, 000001, 000003, 000000, 000020
פתח תקווה, 007900, 0232.0, 000578, 000440, 000000, 000440, 000089, 000002, 000000, 000000, 000000, 000000, 000026, 000000, 000000, 000000, 000000, 000058, 000018, 000148, 000007, 000000, 000000, 000000, 000000, 000063, 000000, 000001, 000003, 000005, 000000, 000020
פתח תקווה, 007900, 0233.0, 000686, 000400, 000005, 000395, 000065, 000005, 000001, 000000, 000000, 000000, 000017, 000000, 000000, 000000, 000000, 000052, 000056, 000093, 000009, 000002, 000000, 000000, 000000, 000052, 000000, 000001, 000004, 000007, 000000, 000031
פתח תקווה, 007900, 0234.0, 000662, 000551, 000000, 000551, 000149, 000003, 000001, 000000, 000000, 000000, 000042, 000000, 000000, 000000, 000000, 000067, 000025, 000144, 000015, 000001, 000000, 000000, 000000, 000095, 000000, 000000, 000003, 000002, 000000, 000004
פתח תקווה, 007900, 0235.0, 000625, 000528, 000011, 000517, 000097, 000002, 000000, 000000, 000000, 000000, 000029, 000000, 000000, 000000, 000000, 000088, 000016, 000161, 000006, 000000, 000000, 000000, 000000, 000091, 000000, 000000, 000004, 000005, 000000, 000018
פתח תקווה, 007900, 0236.0, 000657, 000485, 000003, 000482, 000044, 000013, 000000, 000000, 000000, 000000, 000091, 000000, 000000, 000000, 000000, 000051, 000011, 000165, 000005, 000002, 000000, 000001, 000000, 000048, 000000, 000000, 000005, 000000, 000001, 000045
פתח תקווה, 007900, 0237.0, 000714, 000615, 000004, 000611, 000000, 000359, 000000, 000000, 000000, 000000, 000084, 000000, 000000, 000000, 000000, 000004, 000002, 000031, 000001, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000062, 000000, 000066
פתח תקווה, 007900, 0238.0, 000593, 000470, 000002, 000468, 000030, 000007, 000000, 000000, 000000, 000000, 000177, 000000, 000000, 000000, 000000, 000016, 000029, 000104, 000003, 000000, 000000, 000000, 000000, 000028, 000000, 000000, 000003, 000038, 000000, 000033
פתח תקווה, 007900, 0239.0, 000697, 000508, 000001, 000507, 000037, 000019, 000000, 000000, 000000, 000000, 000162, 000000, 000000, 000000, 000000, 000052, 000006, 000147, 000002, 000000, 000000, 000000, 000000, 000028, 000000, 000000, 000006, 000000, 000000, 000048
פתח תקווה, 007900, 0240.0, 000430, 000274, 000003, 000271, 000038, 000004, 000002, 000000, 000000, 000000, 000018, 000000, 000000, 000000, 000000, 000029, 000046, 000086, 000004, 000001, 000000, 000000, 000000, 000029, 000000, 000000, 000007, 000004, 000000, 000003
פתח תקווה, 007900, 0241.0, 000600, 000504, 000001, 000503, 000014, 000009, 000000, 000000, 000000, 000000, 000175, 000000, 000000, 000000, 000000, 000032, 000009, 000138, 000000, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000004, 000045, 000000, 000047
פתח תקווה, 007900, 0242.0, 000411, 000327, 000002, 000325, 000044, 000019, 000000, 000000, 000000, 000000, 000123, 000000, 000000, 000000, 000000, 000021, 000002, 000063, 000003, 000001, 000000, 000000, 000000, 000031, 000000, 000000, 000005, 000012, 000000, 000001
פתח תקווה, 007900, 0243.0, 000485, 000375, 000001, 000374, 000108, 000005, 000001, 000000, 000000, 000000, 000032, 000000, 000000, 000000, 000000, 000046, 000010, 000062, 000015, 000000, 000000, 000000, 000000, 000065, 000000, 000000, 000005, 000012, 000000, 000013
פתח תקווה, 007900, 0244.0, 000658, 000567, 000002, 000565, 000173, 000000, 000001, 000000, 000000, 000000, 000027, 000000, 000000, 000000, 000000, 000039, 000007, 000151, 000018, 000000, 000000, 000000, 000000, 000137, 000000, 000000, 000002, 000002, 000000, 000008
פתח תקווה, 007900, 0245.0, 000631, 000530, 000003, 000527, 000168, 000003, 000000, 000000, 000000, 000000, 000025, 000000, 000000, 000000, 000000, 000065, 000010, 000110, 000019, 000000, 000000, 000000, 000000, 000108, 000000, 000000, 000006, 000004, 000000, 000009
פתח תקווה, 007900, 0246.0, 000775, 000675, 000002, 000673, 000205, 000001, 000000, 000000, 000000, 000000, 000031, 000000, 000000, 000000, 000000, 000058, 000012, 000147, 000013, 000001, 000000, 000000, 000000, 000186, 000000, 000000, 000009, 000001, 000000, 000009
פתח תקווה, 007900, 0247.0, 000639, 000542, 000001, 000541, 000158, 000001, 000000, 000000, 000000, 000000, 000025, 000000, 000000, 000000, 000000, 000051, 000019, 000144, 000014, 000000, 000000, 000000, 000000, 000117, 000000, 000000, 000003, 000003, 000000, 000006
פתח תקווה, 007900, 0248.0, 000477, 000410, 000000, 000410, 000135, 000001, 000001, 000000, 000000, 000000, 000014, 000000, 000000, 000000, 000000, 000035, 000011, 000098, 000010, 000000, 000000, 000000, 000000, 000094, 000000, 000000, 000000, 000001, 000000, 000010
פתח תקווה, 007900, 0249.0, 000742, 000652, 000003, 000649, 000203, 000000, 000001, 000000, 000000, 000000, 000032, 000000, 000000, 000000, 000000, 000059, 000018, 000147, 000024, 000000, 000000, 000000, 000000, 000154, 000000, 000000, 000004, 000001, 000000, 000006
פתח תקווה, 007900, 0251.0, 000737, 000584, 000001, 000583, 000123, 000032, 000001, 000000, 000000, 000000, 000161, 000000, 000000, 000000, 000000, 000035, 000008, 000102, 000020, 000000, 000000, 000000, 000000, 000066, 000000, 000000, 000002, 000021, 000000, 000012
פתח תקווה, 007900, 0253.0, 000427, 000276, 000004, 000272, 000015, 000001, 000000, 000000, 000000, 000000, 000019, 000000, 000000, 000000, 000000, 000044, 000025, 000117, 000000, 000000, 000000, 000000, 000000, 000021, 000000, 000001, 000001, 000006, 000001, 000021
פתח תקווה, 007900, 0254.0, 000504, 000335, 000005, 000330, 000035, 000002, 000000, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000061, 000027, 000126, 000003, 000000, 000000, 000000, 000000, 000028, 000000, 000000, 000003, 000002, 000001, 000022
פתח תקווה, 007900, 0255.0, 000716, 000350, 000008, 000342, 000037, 000008, 000001, 000000, 000000, 000001, 000017, 000000, 000000, 000000, 000000, 000038, 000083, 000102, 000008, 000001, 000000, 000000, 000000, 000020, 000000, 000000, 000006, 000006, 000002, 000012
פתח תקווה, 007900, 0256.0, 000555, 000294, 000005, 000289, 000043, 000007, 000002, 000000, 000000, 000000, 000027, 000000, 000000, 000000, 000000, 000021, 000048, 000093, 000004, 000000, 000000, 000000, 000000, 000019, 000000, 000000, 000004, 000006, 000000, 000015
פתח תקווה, 007900, 0257.0, 000720, 000589, 000010, 000579, 000078, 000007, 000000, 000000, 000000, 000000, 000095, 000000, 000000, 000000, 000000, 000065, 000023, 000211, 000007, 000000, 000001, 000000, 000000, 000058, 000000, 000000, 000004, 000017, 000000, 000013
פתח תקווה, 007900, 0258.0, 000526, 000439, 000002, 000437, 000142, 000000, 000002, 000000, 000000, 000000, 000014, 000000, 000000, 000000, 000000, 000040, 000007, 000102, 000018, 000000, 000000, 000000, 000000, 000105, 000000, 000000, 000002, 000001, 000000, 000004
פתח תקווה, 007900, 0259.0, 000712, 000575, 000000, 000575, 000133, 000001, 000000, 000000, 000000, 000000, 000038, 000000, 000000, 000000, 000000, 000067, 000025, 000154, 000009, 000001, 000000, 000000, 000000, 000117, 000000, 000000, 000007, 000006, 000001, 000016
פתח תקווה, 007900, 0260.0, 000528, 000363, 000000, 000363, 000093, 000002, 000000, 000000, 000000, 000000, 000026, 000000, 000000, 000000, 000000, 000027, 000008, 000113, 000016, 000000, 000000, 000000, 000000, 000045, 000000, 000001, 000008, 000006, 000002, 000016
פתח תקווה, 007900, 0261.0, 000628, 000459, 000003, 000456, 000032, 000004, 000000, 000000, 000000, 000000, 000027, 000000, 000000, 000000, 000000, 000040, 000039, 000204, 000003, 000000, 000000, 000001, 000000, 000033, 000000, 000000, 000006, 000022, 000000, 000045
פתח תקווה, 007900, 0262.0, 000688, 000621, 000008, 000613, 000002, 000437, 000001, 000000, 000000, 000000, 000030, 000000, 000000, 000000, 000000, 000001, 000000, 000007, 000002, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000025, 000000, 000105
פתח תקווה, 007900, 0263.0, 000564, 000396, 000002, 000394, 000090, 000012, 000000, 000000, 000000, 000000, 000041, 000000, 000000, 000000, 000000, 000041, 000024, 000087, 000023, 000000, 000000, 000000, 000000, 000050, 000000, 000000, 000004, 000007, 000000, 000015
פתח תקווה, 007900, 0264.0, 000447, 000370, 000001, 000369, 000001, 000023, 000000, 000000, 000000, 000000, 000185, 000000, 000000, 000000, 000000, 000002, 000000, 000056, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000002, 000038, 000000, 000059
פתח תקווה, 007900, 0265.0, 000522, 000338, 000003, 000335, 000012, 000010, 000001, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000042, 000036, 000131, 000004, 000000, 000000, 000000, 000000, 000035, 000000, 000000, 000003, 000010, 000001, 000030
פתח תקווה, 007900, 0266.0, 000487, 000347, 000003, 000344, 000018, 000005, 000000, 000000, 000000, 000000, 000064, 000000, 000000, 000000, 000000, 000019, 000036, 000137, 000003, 000000, 000000, 000000, 000000, 000012, 000000, 000000, 000000, 000010, 000000, 000040
פתח תקווה, 007900, 0267.0, 000608, 000544, 000005, 000539, 000181, 000001, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000000, 000000, 000041, 000015, 000126, 000013, 000001, 000000, 000000, 000000, 000136, 000000, 000000, 000001, 000001, 000000, 000005
פתח תקווה, 007900, 0268.0, 000643, 000493, 000001, 000492, 000128, 000006, 000000, 000000, 000000, 000000, 000031, 000000, 000000, 000000, 000000, 000049, 000012, 000174, 000010, 000000, 000000, 000000, 000001, 000053, 000000, 000000, 000001, 000014, 000000, 000013
פתח תקווה, 007900, 0269.0, 000676, 000594, 000000, 000594, 000182, 000001, 000000, 000000, 000000, 000000, 000033, 000000, 000000, 000000, 000000, 000063, 000021, 000125, 000015, 000000, 000000, 000000, 000000, 000140, 000000, 000000, 000004, 000002, 000000, 000008
פתח תקווה, 007900, 0270.0, 000419, 000331, 000004, 000327, 000005, 000020, 000000, 000000, 000000, 000000, 000118, 000000, 000000, 000000, 000000, 000005, 000001, 000077, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000001, 000051, 000000, 000047
פתח תקווה, 007900, 0271.0, 000728, 000615, 000002, 000613, 000190, 000001, 000001, 000000, 000000, 000001, 000030, 000000, 000000, 000000, 000000, 000044, 000011, 000157, 000015, 000000, 000000, 000000, 000000, 000138, 000000, 000000, 000009, 000005, 000000, 000011
פתח תקווה, 007900, 0272.0, 000693, 000596, 000000, 000596, 000065, 000012, 000000, 000000, 000000, 000000, 000216, 000000, 000000, 000000, 000000, 000034, 000010, 000169, 000006, 000000, 000000, 000000, 000000, 000059, 000000, 000000, 000005, 000016, 000000, 000004
פתח תקווה, 007900, 0273.0, 000601, 000503, 000005, 000498, 000145, 000005, 000000, 000000, 000000, 000002, 000041, 000000, 000000, 000000, 000000, 000048, 000008, 000134, 000016, 000002, 000000, 000000, 000000, 000082, 000000, 000000, 000000, 000003, 000000, 000012
פתח תקווה, 007900, 0274.0, 000674, 000567, 000000, 000567, 000196, 000001, 000000, 000000, 000000, 000000, 000047, 000000, 000000, 000000, 000000, 000045, 000007, 000137, 000025, 000000, 000000, 000000, 000000, 000099, 000000, 000000, 000004, 000002, 000000, 000004
פתח תקווה, 007900, 0275.0, 000670, 000527, 000004, 000523, 000162, 000004, 000001, 000000, 000000, 000002, 000027, 000000, 000000, 000000, 000001, 000038, 000006, 000142, 000021, 000000, 000000, 000000, 000000, 000106, 000000, 000001, 000005, 000004, 000000, 000003
פתח תקווה, 007900, 0276.0, 000558, 000492, 000002, 000490, 000147, 000004, 000000, 000000, 000000, 000000, 000033, 000000, 000000, 000000, 000000, 000051, 000008, 000109, 000023, 000001, 000000, 000000, 000000, 000097, 000000, 000000, 000002, 000007, 000000, 000008
פתח תקווה, 007900, 0277.0, 000813, 000641, 000004, 000637, 000190, 000001, 000000, 000000, 000000, 000000, 000045, 000000, 000000, 000000, 000000, 000071, 000019, 000161, 000012, 000000, 000000, 000000, 000000, 000115, 000000, 000001, 000007, 000001, 000000, 000014
פתח תקווה, 007900, 0278.0, 000669, 000560, 000002, 000558, 000197, 000000, 000002, 000000, 000000, 000000, 000032, 000000, 000000, 000000, 000000, 000052, 000018, 000126, 000014, 000000, 000000, 000000, 000000, 000104, 000000, 000000, 000002, 000001, 000000, 000010
פתח תקווה, 007900, 0279.0, 000441, 000364, 000005, 000359, 000065, 000001, 000000, 000000, 000000, 000001, 000019, 000000, 000000, 000000, 000000, 000062, 000018, 000129, 000009, 000000, 000000, 000000, 000000, 000042, 000000, 000000, 000004, 000000, 000000, 000009
פתח תקווה, 007900, 0280.0, 000686, 000513, 000003, 000510, 000073, 000003, 000000, 000000, 000000, 000000, 000023, 000000, 000000, 000000, 000000, 000086, 000034, 000161, 000009, 000000, 000000, 000000, 000000, 000073, 000000, 000000, 000008, 000009, 000001, 000030
פתח תקווה, 007900, 0281.0, 000551, 000445, 000002, 000443, 000112, 000002, 000000, 000000, 000000, 000000, 000017, 000000, 000000, 000000, 000000, 000057, 000014, 000128, 000007, 000000, 000000, 000000, 000000, 000080, 000000, 000001, 000006, 000000, 000000, 000019
פתח תקווה, 007900, 0282.0, 000677, 000593, 000001, 000592, 000166, 000003, 000000, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000068, 000010, 000140, 000015, 000000, 000000, 000000, 000000, 000133, 000000, 000000, 000011, 000005, 000002, 000011
פתח תקווה, 007900, 0283.0, 000479, 000411, 000003, 000408, 000054, 000008, 000000, 000000, 000000, 000002, 000154, 000000, 000000, 000000, 000000, 000023, 000005, 000094, 000009, 000001, 000000, 000000, 000000, 000036, 000000, 000000, 000002, 000014, 000000, 000006
פתח תקווה, 007900, 0284.0, 000519, 000451, 000000, 000451, 000136, 000004, 000000, 000000, 000000, 000000, 000041, 000000, 000000, 000000, 000000, 000034, 000004, 000102, 000010, 000000, 000000, 000000, 000000, 000108, 000000, 000000, 000002, 000006, 000000, 000004
פתח תקווה, 007900, 0285.0, 000665, 000544, 000008, 000536, 000098, 000002, 000001, 000000, 000000, 000000, 000066, 000000, 000000, 000000, 000000, 000042, 000023, 000172, 000009, 000000, 000000, 000000, 000000, 000094, 000000, 000001, 000007, 000003, 000001, 000017
פתח תקווה, 007900, 0286.0, 000722, 000601, 000002, 000599, 000159, 000006, 000000, 000000, 000000, 000000, 000090, 000000, 000000, 000000, 000000, 000033, 000011, 000161, 000014, 000000, 000000, 000000, 000000, 000108, 000000, 000001, 000001, 000004, 000000, 000011
פתח תקווה, 007900, 0287.0, 000574, 000506, 000000, 000506, 000152, 000001, 000000, 000000, 000001, 000000, 000016, 000000, 000000, 000000, 000000, 000046, 000022, 000103, 000015, 000000, 000000, 000000, 000000, 000127, 000000, 000000, 000004, 000003, 000000, 000016
פתח תקווה, 007900, 0288.0, 000632, 000533, 000002, 000531, 000149, 000000, 000000, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000058, 000022, 000136, 000014, 000000, 000000, 000000, 000000, 000115, 000000, 000000, 000005, 000002, 000001, 000009
פתח תקווה, 007900, 0289.0, 000600, 000516, 000002, 000514, 000139, 000000, 000000, 000000, 000000, 000000, 000067, 000000, 000000, 000000, 000000, 000046, 000007, 000121, 000011, 000000, 000000, 000000, 000000, 000093, 000000, 000000, 000006, 000007, 000000, 000017
פתח תקווה, 007900, 0290.0, 000714, 000583, 000006, 000577, 000097, 000004, 000000, 000000, 000000, 000000, 000099, 000000, 000000, 000000, 000000, 000059, 000021, 000161, 000004, 000000, 000000, 000000, 000000, 000078, 000000, 000000, 000003, 000021, 000000, 000030
פתח תקווה, 007900, 0291.0, 000461, 000374, 000006, 000368, 000095, 000002, 000000, 000000, 000000, 000000, 000042, 000000, 000000, 000000, 000000, 000031, 000019, 000101, 000006, 000000, 000000, 000000, 000062, 000000, 000000, 000000, 000002, 000002, 000000, 000006
פתח תקווה, 007900, 0292.0, 000622, 000492, 000002, 000490, 000106, 000004, 000000, 000000, 000000, 000000, 000052, 000000, 000000, 000000, 000000, 000062, 000020, 000128, 000013, 000001, 000000, 000000, 000001, 000077, 000000, 000000, 000007, 000011, 000000, 000008
פתח תקווה, 007900, 0293.0, 000480, 000356, 000004, 000352, 000090, 000001, 000000, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000046, 000017, 000114, 000006, 000000, 000000, 000000, 000000, 000038, 000000, 000000, 000002, 000003, 000000, 000015
